0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19 :1510
3,0,10,7,19,4,13,12,11,6,15,5,17,14,16,9,8,18,1,2 :1410

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,5,17,15,16,9,8,18,1,2 :1321
3,0,10,18,19,4,13,12,11,7,15,5,17,14,16,9,8,6,1,2 :1352
3,0,6,10,19,4,13,12,11,7,15,5,18,14,16,9,8,2,1,17 :1377

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,1,13,12,11,7,15,5,17,14,16,4,8,18,9,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,5,15,17,16,9,8,18,1,2 :1298
3,0,6,10,19,4,13,12,11,7,15,5,14,17,16,9,8,18,1,2 :1303
3,0,6,10,19,4,13,12,11,7,14,5,17,15,16,9,8,18,1,2 :1321

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,14,5,17,16,9,8,18,1,2 :1298
3,0,6,10,19,13,12,14,11,7,4,5,15,17,16,9,8,18,1,2 :1298
3,0,6,10,19,4,13,12,11,7,14,5,15,17,16,9,8,18,1,2 :1298
3,0,1,10,19,4,13,12,11,7,15,5,6,14,16,9,8,18,17,2 :1324
3,0,6,10,19,9,13,12,11,7,15,5,17,14,4,16,8,18,1,2 :1340
3,0,15,10,19,14,13,12,11,7,4,17,5,6,16,9,8,18,1,2 :1371

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,14,15,5,17,16,9,8,18,1,2 :1298
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,12,11,1,7,15,5,6,14,16,9,8,18,17,2 :1324
3,0,6,10,15,4,19,12,11,7,13,5,17,14,16,9,8,18,1,2 :1364
3,0,10,19,4,13,17,12,11,7,15,5,6,14,16,9,8,18,1,2 :1364
3,0,6,10,19,16,13,12,11,7,15,5,17,14,9,4,8,18,1,2 :1365
3,0,1,10,19,4,17,12,11,13,15,5,7,14,16,9,8,6,18,2 :1365

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,14,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,14,15,5,17,16,9,8,18,1,2 :1298
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,6,12,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,6,13,12,11,7,14,15,5,17,16,9,8,18,1,2 :1324

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,11,14,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,14,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,6,13,12,11,7,14,15,5,17,16,9,8,18,1,2 :1324
3,0,10,19,4,13,12,11,6,7,15,5,14,17,16,9,8,18,1,2 :1329
3,0,6,10,7,19,14,12,11,13,4,15,5,17,16,9,8,18,1,2 :1356
3,0,6,10,19,4,13,12,11,7,2,5,17,14,16,9,8,15,1,18 :1410

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,14,13,12,11,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,11,14,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,6,4,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,4,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,6,12,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,6,4,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,6,10,19,4,12,9,11,7,15,14,5,17,16,13,8,18,1,2 :1343
3,0,10,6,19,4,13,12,11,7,15,5,17,16,8,9,14,18,1,2 :1355

3,0,6,10,19,13,12,11,14,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,10,19,13,12,4,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,6,4,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,4,13,12,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,4,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,6,4,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,4,19,15,13,12,11,7,6,5,17,14,16,9,8,18,1,2 :1344

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,11,14,7,4,15,5,17,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,10,19,13,12,4,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,6,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,10,19,13,12,4,11,6,7,15,5,17,14,16,9,8,18,1,2 :1314
3,0,6,10,19,13,12,4,11,5,15,14,17,7,16,9,8,18,1,2 :1349
3,0,6,14,19,13,12,4,11,7,15,5,10,17,16,9,8,18,1,2 :1354
7,0,6,10,19,4,3,12,11,13,15,5,17,14,16,9,8,18,1,2 :1383
3,0,17,19,13,12,4,11,6,7,10,5,15,14,16,9,8,18,1,2 :1408

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,4,11,5,15,14,17,7,16,9,8,18,1,2 :1349

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,4,18,13,12,11,7,15,5,17,14,16,9,8,19,1,2 :1355
3,15,6,10,19,13,12,4,11,7,16,5,17,14,0,9,8,18,1,2 :1419

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,15,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,2,10,19,4,13,6,11,7,15,5,17,14,16,9,8,18,1,12 :1374

3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,0,6,10,19,13,12,15,4,7,11,5,17,14,16,9,8,18,1,2 :1299
3,12,6,10,0,4,13,19,11,7,15,5,17,14,16,9,8,18,1,2 :1344
3,0,17,10,19,4,6,12,11,7,15,5,13,14,16,9,8,18,1,2 :1371

3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,12,4,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,4,13,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
3,0,6,10,19,13,4,12,11,7,15,5,17,14,16,9,8,18,1,2 :1297
