0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19 :1510
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,15,12,11,18,10,4,1,7,0,5,17,8,14,16,13,3,9,6,2 :1372
19,9,11,3,18,10,4,1,7,0,5,17,8,14,16,13,15,12,6,2 :1425

19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,18,13,10,4,1,7,0,5,17,8,14,16,3,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,15,12,11,18,10,4,1,7,0,5,17,8,14,16,13,3,9,6,2 :1372

19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305

19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,8,12,3,18,10,4,1,7,11,5,17,0,14,16,13,15,9,6,2 :1323

19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,15,12,3,18,10,4,1,7,0,5,17,8,14,11,13,16,9,6,2 :1326
19,11,12,14,18,10,4,1,7,0,5,17,8,9,16,13,15,3,6,2 :1343
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,9,2,18 :1363

19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,15,12,3,18,10,4,1,7,0,11,5,17,8,14,16,13,9,6,2 :1338
18,11,12,3,4,10,19,1,7,0,5,17,8,14,16,13,15,9,6,2 :1354
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,9,2,18 :1363
4,11,12,3,18,10,6,1,7,0,15,5,17,8,14,13,16,9,19,2 :1371

19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,9,2,18 :1363
4,11,12,3,18,10,6,1,7,0,15,5,17,8,14,13,16,9,19,2 :1371
16,11,12,3,18,10,19,1,7,0,5,17,8,14,4,13,15,9,6,2 :1381
19,17,12,3,18,10,4,1,7,0,5,15,8,14,16,13,11,9,6,2 :1419

19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,9,2,18 :1363

19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,2,7,0,1,17,8,14,16,13,15,9,6,5 :1426
19,8,12,3,18,10,4,1,7,0,5,17,2,14,16,13,15,9,6,11 :1431
19,17,12,3,18,10,4,1,7,0,5,9,8,14,16,13,15,11,6,2 :1478

19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,10,4,1,6,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,5,17,6,8,14,16,13,15,9,2 :1312
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,9,6,15,2 :1347
19,11,12,3,18,5,10,1,7,0,6,4,17,8,14,16,13,15,9,2 :1350

19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,6,10,4,1,7,0,5,17,8,18,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,10,4,1,7,18,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,10,4,1,7,6,0,5,17,8,14,18,16,13,15,9,2 :1314
19,11,12,3,18,2,4,1,7,10,5,17,8,14,16,13,15,9,6,0 :1389

19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,10,4,1,7,18,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,6,1,0,5,17,8,14,16,13,7,15,9,2 :1307
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,10,4,1,7,6,0,5,17,8,14,18,16,13,15,9,2 :1314
19,11,12,15,18,10,4,1,3,0,5,17,8,14,16,13,7,9,6,2 :1366

19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,18,9,2 :1297
19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,7,5,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,6,1,0,5,17,8,14,16,13,7,15,9,2 :1307
19,11,12,3,18,10,4,1,7,0,5,6,17,8,14,16,13,15,9,2 :1307
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,6,9,2 :1311
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,16,10,4,1,7,0,5,17,8,14,18,13,15,9,6,2 :1315
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,18,13,15,9,2 :1326
19,11,12,3,18,10,4,6,1,0,5,17,8,14,16,7,13,15,9,2 :1339
19,11,12,3,18,10,15,1,7,0,4,17,8,14,16,13,5,9,6,2 :1342
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,6,13,15,9,2 :1347
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,6,13,15,9,2 :1347

19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,18,9,2 :1297
19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,6,1,0,5,17,8,14,16,13,7,15,9,2 :1307
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,10,4,6,1,7,0,5,17,8,14,16,18,13,15,9,2 :1326
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,6,13,15,9,2 :1347
19,11,12,3,6,10,4,1,7,0,5,17,8,18,14,16,2,13,9,15 :1432

19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,18,9,2 :1297
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,18,9,2 :1297
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,5,17,8,14,6,16,13,15,9,2 :1309
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,6,9,2 :1311
19,11,12,3,18,10,4,1,7,0,5,17,6,8,14,16,13,15,9,2 :1312
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,9,18,2 :1340
19,14,12,3,18,11,4,1,7,0,5,17,8,10,6,16,13,15,9,2 :1343
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,6,13,15,9,2 :1347

19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,18,9,2 :1297
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,7,5,0,1,6,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,15,9,6,2 :1305
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,18,10,4,1,7,0,6,5,17,8,14,16,13,15,9,2 :1314
19,11,12,3,10,13,4,6,1,0,5,7,17,8,14,16,15,18,9,2 :1332
19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,9,18,2 :1340
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,13,6,15,9,2 :1344
19,11,12,3,18,10,4,1,7,0,5,17,8,14,16,6,13,15,9,2 :1347
19,11,12,3,18,10,4,1,7,0,5,9,17,6,14,16,13,15,8,2 :1373
19,11,12,3,18,10,4,1,7,0,5,13,8,14,16,2,6,15,9,17 :1377

19,11,12,3,6,10,4,1,7,0,5,17,8,14,16,13,15,18,9,2 :1297
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,7,5,0,1,6,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,7,5,0,1,6,17,8,14,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
19,11,12,3,6,10,4,1,7,0,5,17,8,14,18,16,13,15,9,2 :1301
19,11,12,3,18,10,4,6,1,0,5,7,17,8,14,16,13,15,9,2 :1301
